Date,Open,High,Low,Close,Adj Close,Volume,Return,DailyRV
4/26/1950,17.76,17.76,17.76,17.76,17.76,1880000,0,0
4/27/1950,17.860001,17.860001,17.860001,17.860001,17.860001,2070000,0,0
4/28/1950,17.959999,17.959999,17.959999,17.959999,17.959999,2190000,0,0
5/1/1950,18.219999,18.219999,18.219999,18.219999,18.219999,2390000,0,0
5/2/1950,18.110001,18.110001,18.110001,18.110001,18.110001,2250000,0,0
5/3/1950,18.27,18.27,18.27,18.27,18.27,2120000,0,0
5/4/1950,18.120001,18.120001,18.120001,18.120001,18.120001,2150000,0,0
5/5/1950,18.219999,18.219999,18.219999,18.219999,18.219999,1800000,0,0
5/8/1950,18.27,18.27,18.27,18.27,18.27,1680000,0,0
5/9/1950,18.27,18.27,18.27,18.27,18.27,1720000,0,0
5/10/1950,18.290001,18.290001,18.290001,18.290001,18.290001,1880000,0,0
5/11/1950,18.290001,18.290001,18.290001,18.290001,18.290001,1750000,0,0
5/12/1950,18.18,18.18,18.18,18.18,18.18,1790000,0,0
5/15/1950,18.26,18.26,18.26,18.26,18.26,1220000,0,0
5/16/1950,18.440001,18.440001,18.440001,18.440001,18.440001,1730000,0,0
5/17/1950,18.52,18.52,18.52,18.52,18.52,2020000,0,0
5/18/1950,18.559999,18.559999,18.559999,18.559999,18.559999,5240000,0,0
5/19/1950,18.68,18.68,18.68,18.68,18.68,2110000,0,0
5/22/1950,18.6,18.6,18.6,18.6,18.6,1620000,0,0
5/23/1950,18.709999,18.709999,18.709999,18.709999,18.709999,1460000,0,0
5/24/1950,18.690001,18.690001,18.690001,18.690001,18.690001,1850000,0,0
5/25/1950,18.690001,18.690001,18.690001,18.690001,18.690001,1480000,0,0
5/26/1950,18.67,18.67,18.67,18.67,18.67,1330000,0,0
5/29/1950,18.719999,18.719999,18.719999,18.719999,18.719999,1110000,0,0
5/31/1950,18.780001,18.780001,18.780001,18.780001,18.780001,1530000,0,0
6/1/1950,18.77,18.77,18.77,18.77,18.77,1580000,0,0
6/2/1950,18.790001,18.790001,18.790001,18.790001,18.790001,1450000,0,0
6/5/1950,18.6,18.6,18.6,18.6,18.6,1630000,0,0
6/6/1950,18.879999,18.879999,18.879999,18.879999,18.879999,2250000,0,0
6/7/1950,18.93,18.93,18.93,18.93,18.93,1750000,0,0
6/8/1950,19.139999,19.139999,19.139999,19.139999,19.139999,1780000,0,0
6/9/1950,19.26,19.26,19.26,19.26,19.26,2130000,0,0
6/12/1950,19.4,19.4,19.4,19.4,19.4,1790000,0,0
6/13/1950,19.25,19.25,19.25,19.25,19.25,1790000,0,0
6/14/1950,18.98,18.98,18.98,18.98,18.98,1650000,0,0
6/15/1950,18.93,18.93,18.93,18.93,18.93,1530000,0,0
6/16/1950,18.969999,18.969999,18.969999,18.969999,18.969999,1180000,0,0
6/19/1950,18.92,18.92,18.92,18.92,18.92,1290000,0,0
6/20/1950,18.83,18.83,18.83,18.83,18.83,1470000,0,0
6/21/1950,19,19,19,19,19,1750000,0,0
6/22/1950,19.16,19.16,19.16,19.16,19.16,1830000,0,0
6/23/1950,19.139999,19.139999,19.139999,19.139999,19.139999,1700000,0,0
6/26/1950,18.110001,18.110001,18.110001,18.110001,18.110001,3950000,0,0
6/27/1950,17.91,17.91,17.91,17.91,17.91,4860000,0,0
6/28/1950,18.110001,18.110001,18.110001,18.110001,18.110001,2600000,0,0
6/29/1950,17.440001,17.440001,17.440001,17.440001,17.440001,3040000,0,0
6/30/1950,17.690001,17.690001,17.690001,17.690001,17.690001,2660000,0,0
7/3/1950,17.639999,17.639999,17.639999,17.639999,17.639999,1550000,0,0
7/5/1950,17.809999,17.809999,17.809999,17.809999,17.809999,1400000,0,0
7/6/1950,17.91,17.91,17.91,17.91,17.91,1570000,0,0
7/7/1950,17.67,17.67,17.67,17.67,17.67,1870000,0,0
7/10/1950,17.59,17.59,17.59,17.59,17.59,1960000,0,0
7/11/1950,17.32,17.32,17.32,17.32,17.32,3250000,0,0
7/12/1950,16.870001,16.870001,16.870001,16.870001,16.870001,3200000,0,0
7/13/1950,16.690001,16.690001,16.690001,16.690001,16.690001,2660000,0,0
7/14/1950,16.870001,16.870001,16.870001,16.870001,16.870001,1900000,0,0
7/17/1950,16.68,16.68,16.68,16.68,16.68,1520000,0,0
7/18/1950,17.059999,17.059999,17.059999,17.059999,17.059999,1820000,0,0
7/19/1950,17.360001,17.360001,17.360001,17.360001,17.360001,2430000,0,0
7/20/1950,17.610001,17.610001,17.610001,17.610001,17.610001,3160000,0,0
7/21/1950,17.59,17.59,17.59,17.59,17.59,2810000,0,0
7/24/1950,17.48,17.48,17.48,17.48,17.48,2300000,0,0
7/25/1950,17.23,17.23,17.23,17.23,17.23,2770000,0,0
7/26/1950,17.27,17.27,17.27,17.27,17.27,2460000,0,0
7/27/1950,17.5,17.5,17.5,17.5,17.5,2300000,0,0
7/28/1950,17.690001,17.690001,17.690001,17.690001,17.690001,2050000,0,0
7/31/1950,17.84,17.84,17.84,17.84,17.84,1590000,0,0
8/1/1950,18.02,18.02,18.02,18.02,18.02,1970000,0,0
8/2/1950,17.950001,17.950001,17.950001,17.950001,17.950001,1980000,0,0
8/3/1950,17.99,17.99,17.99,17.99,17.99,1660000,0,0
8/4/1950,18.139999,18.139999,18.139999,18.139999,18.139999,1600000,0,0
8/7/1950,18.41,18.41,18.41,18.41,18.41,1850000,0,0
8/8/1950,18.459999,18.459999,18.459999,18.459999,18.459999,2180000,0,0
8/9/1950,18.610001,18.610001,18.610001,18.610001,18.610001,1760000,0,0
8/10/1950,18.48,18.48,18.48,18.48,18.48,1870000,0,0
8/11/1950,18.280001,18.280001,18.280001,18.280001,18.280001,1680000,0,0
8/14/1950,18.290001,18.290001,18.290001,18.290001,18.290001,1280000,0,0
8/15/1950,18.32,18.32,18.32,18.32,18.32,1330000,0,0
8/16/1950,18.34,18.34,18.34,18.34,18.34,1770000,0,0
8/17/1950,18.540001,18.540001,18.540001,18.540001,18.540001,2170000,0,0
8/18/1950,18.68,18.68,18.68,18.68,18.68,1780000,0,0
8/21/1950,18.700001,18.700001,18.700001,18.700001,18.700001,1840000,0,0
8/22/1950,18.68,18.68,18.68,18.68,18.68,1550000,0,0
8/23/1950,18.82,18.82,18.82,18.82,18.82,1580000,0,0
8/24/1950,18.790001,18.790001,18.790001,18.790001,18.790001,1620000,0,0
8/25/1950,18.540001,18.540001,18.540001,18.540001,18.540001,1610000,0,0
8/28/1950,18.530001,18.530001,18.530001,18.530001,18.530001,1300000,0,0
8/29/1950,18.540001,18.540001,18.540001,18.540001,18.540001,1890000,0,0
8/30/1950,18.43,18.43,18.43,18.43,18.43,1490000,0,0
8/31/1950,18.42,18.42,18.42,18.42,18.42,1140000,0,0
9/1/1950,18.549999,18.549999,18.549999,18.549999,18.549999,1290000,0,0
9/5/1950,18.68,18.68,18.68,18.68,18.68,1250000,0,0
9/6/1950,18.540001,18.540001,18.540001,18.540001,18.540001,1300000,0,0
9/7/1950,18.59,18.59,18.59,18.59,18.59,1340000,0,0
9/8/1950,18.75,18.75,18.75,18.75,18.75,1960000,0,0
9/11/1950,18.610001,18.610001,18.610001,18.610001,18.610001,1860000,0,0
9/12/1950,18.870001,18.870001,18.870001,18.870001,18.870001,1680000,0,0
9/13/1950,19.09,19.09,19.09,19.09,19.09,2600000,0,0
9/14/1950,19.18,19.18,19.18,19.18,19.18,2350000,0,0
9/15/1950,19.290001,19.290001,19.290001,19.290001,19.290001,2410000,0,0
9/18/1950,19.370001,19.370001,19.370001,19.370001,19.370001,2040000,0,0
9/19/1950,19.309999,19.309999,19.309999,19.309999,19.309999,1590000,0,0
9/20/1950,19.209999,19.209999,19.209999,19.209999,19.209999,2100000,0,0
9/21/1950,19.370001,19.370001,19.370001,19.370001,19.370001,1650000,0,0
9/22/1950,19.440001,19.440001,19.440001,19.440001,19.440001,2510000,0,0
9/25/1950,19.42,19.42,19.42,19.42,19.42,2020000,0,0
9/26/1950,19.139999,19.139999,19.139999,19.139999,19.139999,2280000,0,0
9/27/1950,19.41,19.41,19.41,19.41,19.41,2360000,0,0
9/28/1950,19.42,19.42,19.42,19.42,19.42,2200000,0,0
9/29/1950,19.450001,19.450001,19.450001,19.450001,19.450001,1800000,0,0
10/2/1950,19.690001,19.690001,19.690001,19.690001,19.690001,2200000,0,0
10/3/1950,19.66,19.66,19.66,19.66,19.66,2480000,0,0
10/4/1950,20,20,20,20,20,2920000,0,0
10/5/1950,19.889999,19.889999,19.889999,19.889999,19.889999,2490000,0,0
10/6/1950,20.120001,20.120001,20.120001,20.120001,20.120001,2360000,0,0
10/9/1950,20,20,20,20,20,2330000,0,0
10/10/1950,19.780001,19.780001,19.780001,19.780001,19.780001,1870000,0,0
10/11/1950,19.860001,19.860001,19.860001,19.860001,19.860001,2200000,0,0
10/13/1950,19.85,19.85,19.85,19.85,19.85,2030000,0,0
10/16/1950,19.709999,19.709999,19.709999,19.709999,19.709999,1630000,0,0
10/17/1950,19.889999,19.889999,19.889999,19.889999,19.889999,2010000,0,0
10/18/1950,20.01,20.01,20.01,20.01,20.01,2410000,0,0
10/19/1950,20.02,20.02,20.02,20.02,20.02,2250000,0,0
10/20/1950,19.959999,19.959999,19.959999,19.959999,19.959999,1840000,0,0
10/23/1950,19.959999,19.959999,19.959999,19.959999,19.959999,1850000,0,0
10/24/1950,20.08,20.08,20.08,20.08,20.08,1790000,0,0
10/25/1950,20.049999,20.049999,20.049999,20.049999,20.049999,1930000,0,0
10/26/1950,19.610001,19.610001,19.610001,19.610001,19.610001,3000000,0,0
10/27/1950,19.77,19.77,19.77,19.77,19.77,1800000,0,0
10/30/1950,19.610001,19.610001,19.610001,19.610001,19.610001,1790000,0,0
10/31/1950,19.530001,19.530001,19.530001,19.530001,19.530001,2010000,0,0
11/1/1950,19.559999,19.559999,19.559999,19.559999,19.559999,1780000,0,0
11/2/1950,19.73,19.73,19.73,19.73,19.73,1580000,0,0
11/3/1950,19.85,19.85,19.85,19.85,19.85,1560000,0,0
11/6/1950,19.360001,19.360001,19.360001,19.360001,19.360001,2580000,0,0
11/8/1950,19.559999,19.559999,19.559999,19.559999,19.559999,1850000,0,0
11/9/1950,19.790001,19.790001,19.790001,19.790001,19.790001,1760000,0,0
11/10/1950,19.940001,19.940001,19.940001,19.940001,19.940001,1640000,0,0
11/13/1950,20.01,20.01,20.01,20.01,20.01,1630000,0,0
11/14/1950,19.860001,19.860001,19.860001,19.860001,19.860001,1780000,0,0
11/15/1950,19.82,19.82,19.82,19.82,19.82,1620000,0,0
11/16/1950,19.719999,19.719999,19.719999,19.719999,19.719999,1760000,0,0
11/17/1950,19.860001,19.860001,19.860001,19.860001,19.860001,2130000,0,0
11/20/1950,19.93,19.93,19.93,19.93,19.93,2250000,0,0
11/21/1950,19.879999,19.879999,19.879999,19.879999,19.879999,2010000,0,0
11/22/1950,20.16,20.16,20.16,20.16,20.16,2730000,0,0
11/24/1950,20.32,20.32,20.32,20.32,20.32,2620000,0,0
11/27/1950,20.18,20.18,20.18,20.18,20.18,1740000,0,0
11/28/1950,19.559999,19.559999,19.559999,19.559999,19.559999,2970000,0,0
11/29/1950,19.370001,19.370001,19.370001,19.370001,19.370001,2770000,0,0
11/30/1950,19.51,19.51,19.51,19.51,19.51,2080000,0,0
12/1/1950,19.66,19.66,19.66,19.66,19.66,1870000,0,0
12/4/1950,19,19,19,19,19,2510000,0,0
12/5/1950,19.309999,19.309999,19.309999,19.309999,19.309999,1940000,0,0
12/6/1950,19.450001,19.450001,19.450001,19.450001,19.450001,2010000,0,0
12/7/1950,19.4,19.4,19.4,19.4,19.4,1810000,0,0
12/8/1950,19.4,19.4,19.4,19.4,19.4,2310000,0,0
12/11/1950,19.719999,19.719999,19.719999,19.719999,19.719999,2600000,0,0
12/12/1950,19.68,19.68,19.68,19.68,19.68,2140000,0,0
12/13/1950,19.67,19.67,19.67,19.67,19.67,2030000,0,0
12/14/1950,19.43,19.43,19.43,19.43,19.43,2660000,0,0
12/15/1950,19.33,19.33,19.33,19.33,19.33,2420000,0,0
12/18/1950,19.85,19.85,19.85,19.85,19.85,4500000,0,0
12/19/1950,19.959999,19.959999,19.959999,19.959999,19.959999,3650000,0,0
12/20/1950,19.969999,19.969999,19.969999,19.969999,19.969999,3510000,0,0
12/21/1950,19.98,19.98,19.98,19.98,19.98,3990000,0,0
12/22/1950,20.07,20.07,20.07,20.07,20.07,2720000,0,0
12/26/1950,19.92,19.92,19.92,19.92,19.92,2660000,0,0
12/27/1950,20.299999,20.299999,20.299999,20.299999,20.299999,2940000,0,0
12/28/1950,20.379999,20.379999,20.379999,20.379999,20.379999,3560000,0,0
12/29/1950,20.43,20.43,20.43,20.43,20.43,3440000,0,0
1/2/1951,20.77,20.77,20.77,20.77,20.77,3030000,0,0
1/3/1951,20.690001,20.690001,20.690001,20.690001,20.690001,3370000,0,0
1/4/1951,20.870001,20.870001,20.870001,20.870001,20.870001,3390000,0,0
1/5/1951,20.870001,20.870001,20.870001,20.870001,20.870001,3390000,0,0
1/8/1951,21,21,21,21,21,2780000,0,0
1/9/1951,21.120001,21.120001,21.120001,21.120001,21.120001,3800000,0,0
1/10/1951,20.85,20.85,20.85,20.85,20.85,3270000,0,0
1/11/1951,21.190001,21.190001,21.190001,21.190001,21.190001,3490000,0,0
1/12/1951,21.110001,21.110001,21.110001,21.110001,21.110001,2950000,0,0
1/15/1951,21.299999,21.299999,21.299999,21.299999,21.299999,2830000,0,0
1/16/1951,21.459999,21.459999,21.459999,21.459999,21.459999,3740000,0,0
1/17/1951,21.549999,21.549999,21.549999,21.549999,21.549999,3880000,0,0
1/18/1951,21.4,21.4,21.4,21.4,21.4,3490000,0,0
1/19/1951,21.360001,21.360001,21.360001,21.360001,21.360001,3170000,0,0
1/22/1951,21.18,21.18,21.18,21.18,21.18,2570000,0,0
1/23/1951,21.26,21.26,21.26,21.26,21.26,2080000,0,0
1/24/1951,21.16,21.16,21.16,21.16,21.16,1990000,0,0
1/25/1951,21.030001,21.030001,21.030001,21.030001,21.030001,2520000,0,0
1/26/1951,21.26,21.26,21.26,21.26,21.26,2230000,0,0
1/29/1951,21.67,21.67,21.67,21.67,21.67,2630000,0,0
1/30/1951,21.74,21.74,21.74,21.74,21.74,2480000,0,0
1/31/1951,21.66,21.66,21.66,21.66,21.66,2340000,0,0
2/1/1951,21.77,21.77,21.77,21.77,21.77,2380000,0,0
2/2/1951,21.959999,21.959999,21.959999,21.959999,21.959999,3030000,0,0
2/5/1951,22.200001,22.200001,22.200001,22.200001,22.200001,2680000,0,0
2/6/1951,22.120001,22.120001,22.120001,22.120001,22.120001,2370000,0,0
2/7/1951,21.99,21.99,21.99,21.99,21.99,2020000,0,0
2/8/1951,22.09,22.09,22.09,22.09,22.09,2120000,0,0
2/9/1951,22.17,22.17,22.17,22.17,22.17,2550000,0,0
2/13/1951,22.18,22.18,22.18,22.18,22.18,2400000,0,0
2/14/1951,22.120001,22.120001,22.120001,22.120001,22.120001,2050000,0,0
2/15/1951,22,22,22,22,22,1700000,0,0
2/16/1951,22.129999,22.129999,22.129999,22.129999,22.129999,1860000,0,0
2/19/1951,21.83,21.83,21.83,21.83,21.83,1910000,0,0
2/20/1951,21.790001,21.790001,21.790001,21.790001,21.790001,2010000,0,0
2/21/1951,21.860001,21.860001,21.860001,21.860001,21.860001,1670000,0,0
2/23/1951,21.92,21.92,21.92,21.92,21.92,1540000,0,0
2/26/1951,21.93,21.93,21.93,21.93,21.93,1650000,0,0
2/27/1951,21.76,21.76,21.76,21.76,21.76,1680000,0,0
2/28/1951,21.799999,21.799999,21.799999,21.799999,21.799999,1640000,0,0
3/1/1951,21.85,21.85,21.85,21.85,21.85,1610000,0,0
3/2/1951,21.93,21.93,21.93,21.93,21.93,1570000,0,0
3/5/1951,21.790001,21.790001,21.790001,21.790001,21.790001,1690000,0,0
3/6/1951,21.790001,21.790001,21.790001,21.790001,21.790001,1490000,0,0
3/7/1951,21.860001,21.860001,21.860001,21.860001,21.860001,1770000,0,0
3/8/1951,21.950001,21.950001,21.950001,21.950001,21.950001,1440000,0,0
3/9/1951,21.950001,21.950001,21.950001,21.950001,21.950001,1610000,0,0
3/12/1951,21.700001,21.700001,21.700001,21.700001,21.700001,1640000,0,0
3/13/1951,21.41,21.41,21.41,21.41,21.41,2330000,0,0
3/14/1951,21.25,21.25,21.25,21.25,21.25,2110000,0,0
3/15/1951,21.290001,21.290001,21.290001,21.290001,21.290001,2070000,0,0
3/16/1951,21.639999,21.639999,21.639999,21.639999,21.639999,1660000,0,0
3/19/1951,21.559999,21.559999,21.559999,21.559999,21.559999,1120000,0,0
3/20/1951,21.52,21.52,21.52,21.52,21.52,1020000,0,0
3/21/1951,21.639999,21.639999,21.639999,21.639999,21.639999,1310000,0,0
3/22/1951,21.73,21.73,21.73,21.73,21.73,1290000,0,0
3/26/1951,21.530001,21.530001,21.530001,21.530001,21.530001,1230000,0,0
3/27/1951,21.51,21.51,21.51,21.51,21.51,1250000,0,0
3/28/1951,21.26,21.26,21.26,21.26,21.26,1770000,0,0
3/29/1951,21.33,21.33,21.33,21.33,21.33,1300000,0,0
3/30/1951,21.48,21.48,21.48,21.48,21.48,1150000,0,0
4/2/1951,21.32,21.32,21.32,21.32,21.32,1280000,0,0
4/3/1951,21.26,21.26,21.26,21.26,21.26,1220000,0,0
4/4/1951,21.4,21.4,21.4,21.4,21.4,1300000,0,0
4/5/1951,21.690001,21.690001,21.690001,21.690001,21.690001,1790000,0,0
4/6/1951,21.719999,21.719999,21.719999,21.719999,21.719999,1450000,0,0
4/9/1951,21.68,21.68,21.68,21.68,21.68,1110000,0,0
4/10/1951,21.65,21.65,21.65,21.65,21.65,1280000,0,0
4/11/1951,21.639999,21.639999,21.639999,21.639999,21.639999,1420000,0,0
4/12/1951,21.83,21.83,21.83,21.83,21.83,1530000,0,0
4/13/1951,22.09,22.09,22.09,22.09,22.09,2120000,0,0
4/16/1951,22.040001,22.040001,22.040001,22.040001,22.040001,1730000,0,0
4/17/1951,22.09,22.09,22.09,22.09,22.09,1470000,0,0
4/18/1951,22.129999,22.129999,22.129999,22.129999,22.129999,1780000,0,0
4/19/1951,22.040001,22.040001,22.040001,22.040001,22.040001,1520000,0,0
4/20/1951,22.040001,22.040001,22.040001,22.040001,22.040001,940000,0,0
4/23/1951,22.049999,22.049999,22.049999,22.049999,22.049999,1160000,0,0
4/24/1951,21.959999,21.959999,21.959999,21.959999,21.959999,1420000,0,0
4/25/1951,21.969999,21.969999,21.969999,21.969999,21.969999,1520000,0,0
4/26/1951,22.16,22.16,22.16,22.16,22.16,1800000,0,0
4/27/1951,22.389999,22.389999,22.389999,22.389999,22.389999,2120000,0,0
4/30/1951,22.43,22.43,22.43,22.43,22.43,1790000,0,0
5/1/1951,22.530001,22.530001,22.530001,22.530001,22.530001,1760000,0,0
5/2/1951,22.620001,22.620001,22.620001,22.620001,22.620001,1900000,0,0
5/3/1951,22.809999,22.809999,22.809999,22.809999,22.809999,2060000,0,0
5/4/1951,22.77,22.77,22.77,22.77,22.77,2050000,0,0
5/7/1951,22.629999,22.629999,22.629999,22.629999,22.629999,1580000,0,0
5/8/1951,22.610001,22.610001,22.610001,22.610001,22.610001,1600000,0,0
5/9/1951,22.639999,22.639999,22.639999,22.639999,22.639999,1960000,0,0
5/10/1951,22.51,22.51,22.51,22.51,22.51,1660000,0,0
5/11/1951,22.33,22.33,22.33,22.33,22.33,1640000,0,0
5/14/1951,22.18,22.18,22.18,22.18,22.18,1250000,0,0
5/15/1951,21.76,21.76,21.76,21.76,21.76,2020000,0,0
5/16/1951,21.690001,21.690001,21.690001,21.690001,21.690001,1660000,0,0
5/17/1951,21.91,21.91,21.91,21.91,21.91,1370000,0,0
5/18/1951,21.51,21.51,21.51,21.51,21.51,1660000,0,0
5/21/1951,21.459999,21.459999,21.459999,21.459999,21.459999,1580000,0,0
5/22/1951,21.360001,21.360001,21.360001,21.360001,21.360001,1440000,0,0
5/23/1951,21.16,21.16,21.16,21.16,21.16,1540000,0,0
5/24/1951,21.049999,21.049999,21.049999,21.049999,21.049999,2580000,0,0
5/25/1951,21.030001,21.030001,21.030001,21.030001,21.030001,1210000,0,0
5/28/1951,21.209999,21.209999,21.209999,21.209999,21.209999,1240000,0,0
5/29/1951,21.35,21.35,21.35,21.35,21.35,1190000,0,0
5/31/1951,21.52,21.52,21.52,21.52,21.52,1220000,0,0
6/1/1951,21.48,21.48,21.48,21.48,21.48,9810000,0,0
6/4/1951,21.24,21.24,21.24,21.24,21.24,1100000,0,0
6/5/1951,21.33,21.33,21.33,21.33,21.33,1180000,0,0
6/6/1951,21.48,21.48,21.48,21.48,21.48,1200000,0,0
6/7/1951,21.559999,21.559999,21.559999,21.559999,21.559999,1340000,0,0
6/8/1951,21.49,21.49,21.49,21.49,21.49,1000000,0,0
6/11/1951,21.610001,21.610001,21.610001,21.610001,21.610001,1220000,0,0
6/12/1951,21.52,21.52,21.52,21.52,21.52,1200000,0,0
6/13/1951,21.549999,21.549999,21.549999,21.549999,21.549999,1060000,0,0
6/14/1951,21.84,21.84,21.84,21.84,21.84,1300000,0,0
6/15/1951,22.040001,22.040001,22.040001,22.040001,22.040001,1370000,0,0
6/18/1951,22.049999,22.049999,22.049999,22.049999,22.049999,1050000,0,0
6/19/1951,22.02,22.02,22.02,22.02,22.02,1100000,0,0
6/20/1951,21.91,21.91,21.91,21.91,21.91,1120000,0,0
6/21/1951,21.780001,21.780001,21.780001,21.780001,21.780001,1100000,0,0
6/22/1951,21.549999,21.549999,21.549999,21.549999,21.549999,1340000,0,0
6/25/1951,21.290001,21.290001,21.290001,21.290001,21.290001,2440000,0,0
6/26/1951,21.299999,21.299999,21.299999,21.299999,21.299999,1260000,0,0
6/27/1951,21.370001,21.370001,21.370001,21.370001,21.370001,1360000,0,0
